3714	severely simple	austere|severe|stark|stern
3715	having or resembling repeated square indentations like those in a battlement	embattled|battlemented|castled|castellated
3716	given official approval to act	accredited|commissioned|licensed|licenced
3717	having a probability too low to inspire belief	improbable|unbelievable|unconvincing|unlikely
3718	extremely annoying or displeasing	exasperating|infuriating|maddening|vexing
3719	ending in a sharp point	acuate|acute|sharp|needlelike
3720	not capable of being carried out or put into practice	impracticable|infeasible|unfeasible|unworkable
3721	impossible to achieve	unachievable|unattainable|undoable|unrealizable
3722	designed to activate or move or regulate itself	self-acting|self-activating|self-moving|self-regulating
3723	retarded in intellectual development	backward|half-witted|slow-witted|feebleminded
3724	capable of being obtained	gettable|getable|obtainable|procurable
3725	characteristic of someone who has risen economically or socially but lacks the social skills appropriate for this new position	nouveau-riche|parvenu|parvenue|upstart(a)
3726	functioning in a supporting capacity	auxiliary|subsidiary|supplemental|supplementary
3727	of or being the essential or basic part	elementary|elemental|primary|basal
3728	providing privacy or seclusion	cloistered|reclusive|secluded|sequestered
3729	(of farmland) capable of being farmed productively	arable|cultivable|cultivatable|tillable
3730	lacking professional skill or expertise	amateurish|amateur|inexpert|unskilled
3731	not capable of being obtained	inaccessible|unobtainable|unprocurable|untouchable
3732	showing frivolous or superficial interest	dilettante|dilettantish|dilettanteish|sciolistic
3733	ahead of the times	advanced|forward-looking|innovative|modern
3734	lacking foresight or scope	short|shortsighted|unforesightful|myopic
3735	not given careful consideration	ill-considered|ill-judged|improvident|shortsighted
3736	inclined to or marked by drowsiness	slumberous|slumbery|slumbrous|somnolent
3737	(of sound or color) free from anything that dulls or dims	clean|clear|light|unclouded
3738	not mixed with extraneous elements	plain|sheer|unmingled|unmixed
3739	(of color) discolored by impurities	dirty|dingy|muddied|muddy
3740	not modified or restricted by reservations	categoric|categorical|flat|unconditional
3741	open to doubt or suspicion	doubtful|dubious|dubitable|in question(p)
3742	seen in the mind as a mental image	envisioned|pictured|visualized|visualised
3743	formed or conceived by the imagination	fabricated|fancied|fictional|fictitious
3744	guided by practical experience and observation rather than theory	hardheaded|hard-nosed|practical|pragmatic
3745	evoking lifelike images within the mind	graphic|lifelike|pictorial|vivid
3746	characterized by fantastic imagery and incongruous juxtapositions	phantasmagoric|phantasmagorical|surreal|surrealistic
3747	affectedly dainty or refined	mincing|niminy-piminy|prim|twee
3748	having a sophisticated charm	debonair|debonaire|debonnaire|suave
3749	stubbornly persistent in wrongdoing	cussed|obdurate|obstinate|unrepentant
3750	provoking fear terror	chilling|scary|shivery|shuddery
3751	not having rhyme	unrhymed|unrimed|rhymeless|rimeless
3752	of or belonging to or occurring every day	daily|day-to-day|day-by-day|day-after-day
3753	occurring or payable twice each year	semiannual|biannual|biyearly|half-yearly
3754	not pertinent to the matter under consideration	extraneous|immaterial|impertinent|orthogonal
3755	not representing or imitating external reality or the objects of nature	abstract|abstractionist|nonfigurative|nonobjective
3756	serving as a visible symbol for something abstract	emblematic|emblematical|symbolic|symbolical
3757	deserving of esteem and respect	estimable|good|honorable|respectable
3758	located farthest to the rear	backmost|hindermost|hindmost|rearmost
3759	fixed in your purpose	bent|bent on(p)|dead set(p)|out to(p)
3760	expressing extreme contempt	contemptuous|disdainful|insulting|scornful
3761	marked by casual disrespect	impudent|insolent|snotty-nosed|flip
3762	showing the way by conducting or leading	directing|directional|directive|guiding
3763	unrestrained, especially with regard to feelings	excessive|extravagant|exuberant|overweening
3764	not restrained or controlled	unbridled|unchecked|uncurbed|ungoverned
3765	good at remembering	retentive|recollective|long|tenacious
3766	having a pattern of fretwork or latticework	fretted|interlaced|latticed|latticelike
3767	having a hard back or cover	hardbacked|hardback|hardbound|hardcover
3768	characterized by a buoyant rhythm	lilting|swinging|swingy|tripping
3769	characterized by extravagance and profusion	lavish|lucullan|plush|plushy
3770	inaccessibly located or situated	unapproachable|unreachable|unreached|out of reach(p)
3771	having rugged physical strength	hardy|stalwart|stout|sturdy
3772	shaped like an almond	almond-shaped|amygdaliform|amygdaloid|amygdaloidal
3773	resembling the new moon in shape	crescent(a)|crescent-shaped|semilunar|lunate
3774	being or having the customs or manners or dress of a city person	citified|cityfied|city-bred|city-born
3775	too sacred to be uttered	ineffable|unnameable|unspeakable|unutterable
3776	of uncertain outcome	chancy|chanceful|dicey|dodgy
3777	fraught with danger	parlous|perilous|precarious|touch-and-go
3778	characterized by opposite extremes	diametric|diametrical|opposite|polar
3779	about average	adequate|passable|fair to middling|tolerable
3780	completely satisfactory	copacetic|copasetic|copesetic|copesettic
3781	concerned with promoting unity among churches or religions	ecumenic|oecumenic|ecumenical|oecumenical
3782	highly attractive and able to arouse hope or desire	alluring|beguiling|enticing|tempting
3783	characteristic of those having an inflated idea of their own importance	egotistic|egotistical|narcissistic|self-loving
3784	quick to take offense	huffy|thin-skinned|feisty|touchy
3785	being or feeling set or kept apart from others	detached|isolated|separated|set-apart
3786	involving the joint activity of two or more	concerted|conjunct|conjunctive|cooperative
3787	dignified and somber in manner or character and committed to keeping promises	grave|sedate|sober|solemn
3788	guided by whim and fancy	flighty|flyaway|head-in-the-clouds|scatterbrained
3789	situated in a particular spot or position	located|placed|set|situated
3790	fixed or established especially by order or command	appointed|decreed|ordained|prescribed
3791	not brought to a conclusion	open|undecided|undetermined|unresolved
3792	driven by lust	lascivious|lewd|libidinous|lustful
3793	characterized by lust	lubricious|lustful|prurient|salacious
3794	(of animals that have several estrous cycles in one breeding season) in a period of sexual inactivity	diestrous|dioestrous|diestrual|dioestrual
3795	resembling sculpture	modeled|sculptural|sculptured|sculpturesque
3796	covered with fine soft hairs or down	downy|pubescent|puberulent|sericeous
3797	capable of seeing to a great distance	eagle-eyed|keen-sighted|farseeing|longsighted
3798	narrow and long and pointed	acerate|acerose|acicular|needle-shaped
3799	shaped like a sword blade	ensiform|sword-shaped|swordlike|bladelike
3800	(of a leaf shape) divided into three lobes	trilobate|trilobated|trilobed|three-lobed
3801	covered with dense often matted or curly hairs	wooly|woolly|wooly-haired|woolly-haired
3802	linked or locked closely together as by dovetailing	interlacing|interlinking|interlocking|interwoven
3803	sincerely earnest	dear|devout|earnest|heartfelt
3804	based on pretense	gilded|meretricious|specious|glossy
3805	denoting a quantity consisting of six items or units	six|vi|half dozen|half-dozen
3806	denoting a quantity consisting of 12 items or units	twelve|12|xii|dozen
3807	being ten more than thirty	forty|40|xl|twoscore
3808	being ten more than fifty	sixty|60|lx|threescore
3809	being ten more than seventy	eighty|80|lxxx|fourscore
3810	being one more than one hundred	hundred and one|one hundred one|101|ci
3811	having great beauty and splendor	glorious|resplendent|splendid|splendiferous
3812	twice as great or many	double|doubled|twofold|two-fold
3813	having three units or components or elements	ternary|treble|triple|triplex
3814	three times as great or many	treble|threefold|three-fold|triple
3815	intermediate in size	medium-sized|medium-size|moderate-sized|moderate-size
3816	having or revealing supreme mastery or skill	consummate|masterful|masterly|virtuoso(a)
3817	showing lack of skill or aptitude	bungling|clumsy|fumbling|incompetent
3818	designed or arranged to offer the least resistant to fluid flow	streamlined|aerodynamic|flowing|sleek
3819	having hills and crags	cragged|craggy|hilly|mountainous
3820	abounding in rocks or stones	rocky|bouldery|bouldered|stony
3821	lacking companions or companionship	alone(p)|lone(a)|lonely(a)|solitary
3822	having or exerting a malignant influence	malefic|malevolent|malign|evil
3823	not easily solved	insolvable|unsoluble|unsolvable|unresolvable
3824	financially safe	dependable|good|safe|secure
3825	not financially safe or secure	bad|risky|high-risk|speculative
3826	characterized by a lightly pert and exuberant quality	impertinent|irreverent|pert|saucy
3827	marked by spirited enjoyment	zestful|yeasty|zesty|barmy
3828	communicated in words	expressed|uttered|verbalized|verbalised
3829	produced without vibration of the vocal cords	unvoiced|voiceless|surd|hard
3830	(used of boats) inclined to heel over easily under sail	crank|cranky|tender|tippy
3831	inclined to shake as from weakness or defect	rickety|shaky|wobbly|wonky
3832	lacking energy or vitality	adynamic|asthenic|debilitated|enervated
3833	weak in willpower, courage or vitality	namby-pamby|gutless|spineless|wishy-washy
3834	(of light) lacking in intensity or brightness	pale|pallid|wan|sick
3835	tending to ameliorate	ameliorating(a)|ameliorative|amelioratory|meliorative
3836	having no points scores	scoreless|goalless|hitless|pointless
3837	of insufficient quantity to meet a need	inadequate|poor|short|jejune
3838	with sweetening added	sugared|sweetened|sweet|sweet-flavored
3839	(used of behavior or attitude) characteristic of those who treat others with condescension	arch|condescending|patronizing|patronising
3840	being susceptible to persuasion	convincible|persuadable|persuasible|suasible
3841	(often followed by `to') likely to be affected with	liable(p)|nonimmune|nonresistant|unresistant
3842	overly sweet	cloying|saccharine|syrupy|treacly
3843	tasting or smelling like vinegar	acetose|acetous|vinegary|vinegarish
3844	being sour to the taste	acidic|acid|acidulent|acidulous
3845	having identical parts on each side of an axis	bilateral|isobilateral|bilaterally symmetrical|bilaterally symmetric
3846	(of characters in literature or drama) evoking empathic or sympathetic feelings	sympathetic|appealing|likeable|likable
3847	(of characters in literature or drama) tending to evoke antipathetic feelings	unsympathetic|unappealing|unlikeable|unlikable
3848	not occurring together	nonsynchronous|unsynchronized|unsynchronised|unsynchronous
3849	tall and thin and having long slender limbs	gangling|gangly|lanky|rangy
3850	marked by richness and fullness of flavor	full-bodied|racy|rich|robust
3851	having an agreeably pungent taste	piquant|savory|savoury|zesty
3852	without flavoring added	unflavored|unflavoured|nonflavored|nonflavoured
3853	(of a situation) characterized by or causing suspense	cliff-hanging|suspenseful|suspensive|nail-biting
3854	nervous and unable to relax	antsy|fidgety|fretful|itchy
3855	tense with excitement and enthusiasm as from a rush of adrenaline	pumped-up(a)|pumped up(p)|pumped(p)|wired
3856	forming viscous or glutinous threads	ropy|ropey|stringy|thready
3857	totally unlikely	impossible|inconceivable|out of the question|unimaginable
3858	recklessly wasteful	extravagant|prodigal|profligate|spendthrift
3859	characteristic of or befitting a slut or slattern	blowsy|blowzy|slatternly|sluttish
3860	spreading out in different directions or distributed irregularly	sprawling|straggling|rambling|straggly
3861	used of hair	bushy|shaggy|shaggy-haired|shaggy-coated
3862	very tired	all in(p)|beat(p)|bushed(p)|dead(p)
3863	tired to the point of exhaustion	bleary|blear|bleary-eyed|blear-eyed
3864	with restored energy	fresh|invigorated|refreshed|reinvigorated
3865	capable of being borne though unpleasant	bearable|endurable|sufferable|supportable
3866	resembling or made to resemble leather	coriaceous|leathered|leatherlike|leathery
3867	(of meat) full of sinews	fibrous|sinewy|stringy|unchewable
3868	naturally having skin of a dark color	dark-skinned|dusky|swart|swarthy
3869	facing or experiencing financial trouble or difficulty	distressed|hard-pressed|hard put|in a bad way(p)
3870	being or reflecting the essential or genuine character of something	actual|genuine|literal|real
3871	(of complexion) blemished by imperfections of the skin	acned|pimpled|pimply|pustulate
3872	marked by or given to doubt	doubting|questioning|skeptical|sceptical
3873	worthy of being depended on	dependable|honest|reliable|true(p)
3874	being a member of or formed into a labor union	organized|organised|unionized|unionised
3875	not affiliated in a trade union	unorganized|unorganised|nonunionized|nonunionised
3876	having been divided	disconnected|disunited|fragmented|split
3877	having or resembling hoofs	ungulate|ungulated|hoofed|hooved
3878	marked by defiant disregard for danger or consequences	foolhardy|heady|rash|reckless
3879	unvarying in nature	changeless|constant|invariant|unvarying
3880	having many aspects or qualities	many-sided|multifaceted|miscellaneous|multifarious
3881	lacking fresh air	airless|close|stuffy|unaired
3882	marked by extreme and violent energy	ferocious|fierce|furious|savage
3883	insusceptible of reform	irreclaimable|irredeemable|unredeemable|unreformable
3884	not defended or capable of being defended	assailable|undefendable|undefended|open
3885	thrown away	cast-off(a)|discarded|throwaway(a)|thrown-away(a)
3886	of animals except birds and mammals	poikilothermic|poikilothermous|heterothermic|ectothermic
3887	(music) gradually decreasing in tempo	rallentando|ritardando|ritenuto|rit.
3888	not bound by shackles and chains	unchained|unfettered|unshackled|untied
3889	experiencing motion sickness	airsick|air sick|carsick|seasick
3890	confined to bed (by illness)	bedfast|bedridden|bedrid|sick-abed
3891	having or causing a whirling sensation	dizzy|giddy|woozy|vertiginous
3892	difficult to handle or manage especially because of shape	awkward|bunglesome|clumsy|ungainly
3893	having made preparations	disposed(p)|fain|inclined(p)|prepared
3894	having or resembling wings	alar|alary|aliform|wing-shaped
3895	lacking sense or discretion	rattlebrained|rattlepated|scatterbrained|scatty
3896	abounding in trees	arboraceous|arboreous|woodsy|woody
3897	showing signs of wear and tear	moth-eaten|ratty|shabby|tatty
3898	worthy of high praise	applaudable|commendable|laudable|praiseworthy
3899	of those who work for wages especially manual or industrial laborers	propertyless|wage-earning|working-class|blue-collar
3900	pertaining to one of the small sacs (as in a compound gland)	acinar|acinous|acinose|acinic
3901	of or pertaining to or affected by albinism	albinal|albinotic|albinic|albinistic
3902	of or pertaining to alphanumeric characters	alphanumeric|alphanumerical|alphameric|alphamerical
3903	related to the suppression of normal menstrual flow for any reason other than pregnancy	amenorrheic|amenorrhoeic|amenorrheal|amenorrhoeal
3904	related to anaglyphs or anaglyphy	anaglyphic|anaglyphical|anaglyptic|anaglyptical
3905	used in the treatment of cancer	anticancer|antineoplastic|antitumor|antitumour
3906	of or relating to or formed by trees	arborical|arboreal|arborary|arborous
3907	related to or dealing with or devoted to archaeology	archaeological|archeological|archaeologic|archeologic
3908	resembling bacteria	bacteroidal|bacteroid|bacterioidal|bacterioid
3909	lacking conviction or boldness or courage	faint|fainthearted|timid|faint-hearted
3910	of or relating to behaviorism	behavioristic|behaviorist|behaviouristic|behaviourist
3911	breathing laboriously or convulsively	blown|pursy|short-winded|winded
3912	of or relating to or befitting cenobites or their practices of communal living	cenobitic|coenobitic|cenobitical|coenobitical
3913	provided with artificial light	illuminated|lighted|lit|well-lighted
3914	of or relating to fiber optics	fiber-optic|fiberoptic|fibre-optic|fibreoptic
3915	of or relating to the Jewish Hasidim or its members or their beliefs and practices	Hasidic|Hassidic|Chasidic|Chassidic
3916	depressingly dark	glooming|gloomy|gloomful|sulky
3917	situated beyond the moon or its orbit around the earth	translunar|translunary|superlunar|superlunary
3918	without illumination	lightless|unilluminated|unlighted|unlit
3919	filled with shade	shady|shadowed|shadowy|umbrageous
3920	of or relating to or characteristic of pachyderms	pachydermatous|pachydermal|pachydermic|pachydermous
3921	softly bright or radiant	aglow(p)|lambent|lucent|luminous
3922	small and round and shiny like a shiny bead or button	beady|beadlike|buttony|buttonlike
3923	of or characterized by syncretism	syncretic|syncretical|syncretistic|syncretistical
3924	relating to a historical tendency for a language to reduce its use of inflections	syncretic|syncretical|syncretistic|syncretistical
3925	of or relating to or inhabiting the land as opposed to the sea or air	tellurian|telluric|terrestrial|terrene
3926	lacking luster or shine	lackluster|lacklustre|lusterless|lustreless
3927	relating to or resembling a cone	conic|conical|conelike|cone-shaped
3928	relating to the blood vessels or blood	hemal|haemal|hematal|haematal
3929	relating to or containing or affecting blood	hemic|haemic|hematic|haematic
3930	relating to or consisting of or yielding carbon	carbonaceous|carbonous|carbonic|carboniferous
3931	showing or characterized by broad-mindedness	broad|large-minded|liberal|tolerant
3932	relating to or using sight	ocular|optic|optical|visual
3933	of or relating to or resembling the eye	ocular|optic|optical|ophthalmic
3934	unwilling to accept authority or dogma (especially in religion)	free-thinking|latitudinarian|undogmatic|undogmatical
3935	of or relating to a cuticle or cuticula	cuticular|epidermal|epidermic|dermal
3936	proceeding from or ordered by or subject to a pope or the papacy regarded as the successor of the Apostles	papal|apostolic|apostolical|pontifical
3937	associated with the priesthood or priests	priestly|hieratic|hieratical|sacerdotal
3938	of or relating to the science of ecology	ecological|ecologic|bionomical|bionomic
3939	of or pertaining to Native Americans or their culture or languages	Indian|Amerind|Amerindic|Native American
3940	of or relating to or characteristic of conditions in the subtropics	subtropical|subtropic|semitropical|semitropic
3941	doing arduous or unpleasant work	drudging|laboring|labouring|toiling
3942	relating to the etiology of a disease	etiological|etiologic|aetiological|aetiologic
3943	of or relating to the philosophical study of causation	etiological|etiologic|aetiological|aetiologic
3944	through the unbroken skin	transdermal|transdermic|percutaneous|transcutaneous
3945	of or relating to or characteristic of the Eastern Orthodox Church	Orthodox|Eastern Orthodox|Russian Orthodox|Greek Orthodox
3946	relating to or affected by an aneurysm	aneurysmal|aneurismal|aneurysmatic|aneurismatic
3947	that can be counted	countable|denumerable|enumerable|numerable
3948	having or resembling a lash or whip (as does a flagellum)	flagellate|flagellated|whiplike|lash-like
3949	of or relating to Aristotle or his philosophy	Aristotelian|Aristotelean|Aristotelic|peripatetic
3950	relating to abdominal delivery	cesarean|cesarian|caesarean|caesarian
3951	of fabric that does not wrinkle easily	creaseproof|wrinkleproof|crease-resistant|wrinkle-resistant
3952	of or relating to a Roman praetor	praetorian|praetorial|pretorian|pretorial
3953	of or relating to quadraphony	quadraphonic|quadriphonic|quadrasonic|quadrisonic
3954	marked by great carelessness	haphazard|slapdash|slipshod|sloppy
3955	characterized by a love of Greece and Grecian things	philhellenic|philhellene|Graecophile|Graecophilic
3956	(of animals) feeding on plants	plant-eating(a)|phytophagic|phytophagous|phytophilous
3957	of or relating to the bore of a gun (or its ammunition) that measures twenty-two hundredths of an inch in diameter	.22 caliber|.22-caliber|.22 calibre|.22-calibre
3958	of or relating to the bore of a gun (or its ammunition) that measures thirty-eight hundredths of an inch in diameter	.38 caliber|.38-caliber|.38 calibre|.38-calibre
3959	of or relating to the bore of a gun (or its ammunition) that measures forty-five hundredths of an inch in diameter	.45 caliber|.45-caliber|.45 calibre|.45-calibre
3960	having a ridge or shaped like a ridge or suggesting the keel of a ship	ridged|carinate|carinated|keeled
3961	moving quickly and lightly	agile|nimble|quick|spry
3962	equally distant from the extremes	center(a)|halfway|middle(a)|midway
3963	lacking self-confidence	diffident|shy|timid|unsure
3964	subject to accident or chance or change	chancy|fluky|flukey|iffy
3965	slow and apathetic	inert|sluggish|soggy|torpid
3966	capable of being avoided or warded off	evitable|avoidable|avertible|avertable
3967	liable to sudden unpredictable change	erratic|fickle|mercurial|quicksilver(a)
3968	capable of being changed in substance as if by alchemy	convertible|transformable|translatable|transmutable
3969	generous in assistance to the poor	beneficent|benevolent|eleemosynary|philanthropic
3970	having a cheerful, lively, and self-confident air	chipper|debonair|debonaire|jaunty
3971	of a deep somewhat purplish blue color similar to that of a clear October sky	azure|cerulean|sky-blue|bright blue
3972	of a bluish shade of green	bluish green|blue-green|cyan|teal
3973	of a color similar to that of wood or earth	brown|brownish|chocolate-brown|dark-brown
3974	of blue tinged with grey	grey-blue|gray-blue|greyish-blue|grayish-blue
3975	of brown tinged with grey	grey-brown|gray-brown|greyish-brown|grayish-brown
3976	of green tinged with grey	grey-green|gray-green|greyish-green|grayish-green
3977	of pink tinged with grey	grey-pink|gray-pink|greyish-pink|grayish-pink
3978	of the color between blue and yellow in the color spectrum	green|greenish|light-green|dark-green
3979	of something having a drab pale brown color resembling a mouse	mousy|mousey|mouse-colored|mouselike
3980	snuff colored	snuff|snuff-brown|mummy-brown|chukker-brown
3981	of a vivid red to reddish-orange color	vermilion|vermillion|cinnabar|Chinese-red
3982	of lustrous grey	argent|silver|silvery|silverish
3983	of dark grey	black-grey|black-gray|blackish-grey|blackish-gray
3984	of grey tinged with blue	blue-grey|blue-gray|bluish-grey|bluish-gray
3985	of grey tinged with brown	brown-grey|brown-gray|brownish-grey|brownish-gray
3986	of an achromatic color of any lightness intermediate between the extremes of white and black	grey|gray|greyish|grayish
3987	of black tinged with grey	grey-black|gray-black|greyish-black|grayish-black
3988	of white tinged with grey	grey-white|gray-white|greyish-white|grayish-white
3989	of a dark shade of grey	oxford-grey|oxford-gray|dark-grey|dark-gray
3990	of grey tinged with red	red-grey|red-gray|reddish-grey|reddish-gray
3991	of grey resembling silver	silver-grey|silver-gray|silvery-grey|silvery-gray
3992	of grey tinged with yellow	yellow-grey|yellow-gray|yellowish-grey|yellowish-gray
3993	having the color of cinnamon	cinnamon colored|cinnamon coloured|cinnamon-colored|cinnamon-coloured
3994	having a dark color	dark-colored|dark-coloured|dusky-colored|dusky-coloured
3995	having a metallic color	metal-colored|metal-coloured|metallic-colored|metallic-coloured
3996	having or appearing to have only one color	monochromatic|monochrome|monochromic|monochromous
3997	varying in color when seen in different lights or from different angles	changeable|chatoyant|iridescent|shot
3998	having lost freshness or brilliance of color	bleached|faded|washed-out|washy
3999	lacking brightness or color	drab|sober|somber|sombre
4000	suggestive of or tending to moral looseness	lewd|obscene|raunchy|salacious
4001	stupid and confused	addlebrained|addlepated|puddingheaded|muddleheaded
4002	in a state of mental numbness especially as resulting from shock	dazed|stunned|stupefied|stupid(p)
4003	showing self-interest and shrewdness in dealing with others	cagey|cagy|canny|clever
4004	(of especially persons) lacking sense or understanding or judgment	nitwitted|senseless|soft-witted|witless
4005	completely unclothed	bare|au naturel(p)|naked|nude
4006	filled or abounding with fog or mist	brumous|foggy|hazy|misty
4007	filled or abounding with clouds	cloud-covered|clouded|overcast|sunless
4008	darkened by clouds	heavy|lowering|sullen|threatening
4009	filled with vapor	miasmal|miasmic|vaporous|vapourous
4010	marked by an orderly, logical, and aesthetically consistent relation of parts	coherent|consistent|logical|ordered
4011	clustered together but not coherent	agglomerate|agglomerated|agglomerative|clustered
4012	formed of separate units gathered into a mass or whole	aggregate|aggregated|aggregative|mass
4013	spreading by diffusion	diffusing(a)|diffusive|dispersive|disseminative
4014	spreading or spread throughout	permeant|permeating|permeative|pervasive
4015	difficult to burn	fire-retardant|fire-resistant|fire-resisting|fire-resistive
4016	having a feeling of home	homelike|homely|homey|homy
4017	surpassing what is common or usual or expected	especial(a)|exceptional|particular(a)|special
4018	commonly used or practiced	accustomed|customary|habitual|wonted(a)
4019	prone to communicate confidential information	blabbermouthed|leaky|talebearing(a)|tattling(a)
4020	used of the language of the deaf	gestural|sign(a)|signed|sign-language(a)
4021	habitually complaining	fretful|querulous|whiney|whiny
4022	having the requisite qualities for	adequate to(p)|capable|equal to(p)|up to(p)
4023	successfully completed or brought to an end	accomplished|completed|realized|realised
4024	inadequate in number of workers or assistants etc.	short-handed|short-staffed|undermanned|understaffed
4025	not agitated	calm|unagitated|serene|tranquil
4026	free from emotional agitation or nervous tension	unflurried|unflustered|unperturbed|unruffled
4027	thrown into a state of agitated confusion	flustered|hot and bothered(p)|perturbed|rattled
4028	shaped like a pouch	bursiform|pouch-shaped|pouchlike|saclike
4029	convex on both sides	biconvex|convexo-convex|lenticular|lentiform
4030	distributed in portions (often equal) on the basis of a plan or purpose	divided|divided up|shared|shared out
4031	having the characteristics of pitch or tar	pitchy|resinous|resiny|tarry
4032	having or showing excessive or compulsive concern with something	haunted|obsessed|preoccupied|taken up(p)
4033	briefly giving the gist of something	compendious|compact|succinct|summary
4034	brief and to the point	crisp|curt|laconic|terse
4035	repetition of same sense in different words	pleonastic|redundant|tautologic|tautological
4036	not having resin	nonresinous|non-resinous|nonresiny|non-resiny
4037	under terms not final or fully worked out or agreed upon	probationary|provisional|provisionary|tentative
4038	not in keeping with what is correct or proper	inappropriate|incompatible|out or keeping(p)|unfitting
4039	having a common boundary or edge	adjacent|conterminous|contiguous|neighboring(a)
4040	old-fashioned and out of date	fusty|standpat(a)|unprogressive|nonprogressive
4041	in disagreement	at odds(p)|conflicting|contradictory|self-contradictory
4042	wreaking or capable of wreaking complete destruction	annihilative|annihilating|devastating|withering
4043	discontented as toward authority	disaffected|ill-affected|malcontent|rebellious
4044	without flaws or loopholes	unassailable|unshakable|watertight|bulletproof
4045	at all times	around-the-clock|day-and-night|nonstop|round-the-clock
4046	open to argument or debate	arguable|debatable|disputable|moot
4047	lacking spontaneity or originality or individuality	stereotyped|stereotypic|stereotypical|unimaginative
4048	deviating from what is considered moral or right or proper or good	depraved|perverse|perverted|reprobate
4049	awkwardly simple and provincial	bumpkinly|hick|rustic|unsophisticated
4050	small and remote and insignificant	jerkwater|one-horse|pokey|poky
4051	marked by rude or peremptory shortness	brusque|brusk|curt|short(p)
4052	deficient in originality or creativity	sterile|unimaginative|uninspired|uninventive
4053	too improbable to admit of belief	improbable|marvelous|marvellous|tall(a)
4054	denying or questioning the tenets of especially a religion	disbelieving|skeptical|sceptical|unbelieving
4055	involving or relating to three dimensions or aspects	three-dimensional|3-dimensional|third-dimensional|three-d
4056	having a hole cut through	pierced|perforated|perforate|punctured
4057	disposed to venture or take risks	audacious|daring|venturesome|venturous
4058	showing curiosity	inquisitive|speculative|questioning|wondering(a)
4059	offensively curious or inquisitive	nosy|nosey|prying|snoopy
4060	(especially of clothing) made in standard sizes and available from merchandise in stock	off-the-rack|off-the-shelf|off-the-peg|ready-to-wear
4061	totally deaf	profoundly deaf|stone-deaf|deaf as a post|unhearing
4062	conspicuously and tastelessly indecent	crude|earthy|gross|vulgar
4063	having the power or quality of deciding	deciding(a)|determinant|determinative|determining(a)
4064	situated at or extending to great depth	profound|unfathomed|unplumbed|unsounded
4065	full of submerged reefs or sandbanks or shoals	reefy|shelfy|shelvy|shoaly
4066	(of sleep) deep and complete	heavy|profound|sound|wakeless
4067	concerning or characterized by an appreciation of beauty or good taste	aesthetic|esthetic|aesthetical|esthetical
4068	brought low in spirit	chapfallen|chopfallen|crestfallen|deflated
4069	able to be refuted	questionable|refutable|confutable|confutative
4070	tested and proved to be reliable	tested|time-tested|tried|tried and true
4071	of plants or persons	parasitic|parasitical|leechlike|bloodsucking
4072	supported by both sides	bipartisan|bipartizan|two-party|two-way
4073	greatly desired	coveted|in demand(p)|sought after|sought-after
4074	artificially formal	artificial|contrived|hokey|stilted
4075	hard to deal with	awkward|embarrassing|sticky|unenviable
4076	easy and not involved or complicated	elementary|simple|uncomplicated|unproblematic
4077	used of a person's appearance or behavior	distinguished|grand|imposing|magisterial
4078	causing awareness of your shortcomings	demeaning|humbling|humiliating|mortifying
4079	characterized by hard work and perseverance	hardworking|industrious|tireless|untiring
4080	failing in what duty requires	derelict|delinquent|neglectful|remiss
4081	smoothly agreeable and courteous with a degree of sophistication	politic|smooth|suave|bland
4082	intended to pacify by acceding to demands or granting concessions	appeasing(a)|placating|placative|placatory
4083	of a path e.g.	meandering(a)|rambling|wandering(a)|winding
4084	roundabout and unnecessarily wordy	circumlocutious|circumlocutory|periphrastic|ambagious
4085	(of e.g. speech and writing) tending to depart from the main point or cover a wide range of subjects	digressive|discursive|excursive|rambling
4086	unwisely talking too much	bigmouthed|blabbermouthed|blabby|talkative
4087	struck with fear, dread, or consternation	aghast(p)|appalled|dismayed|shocked
4088	attempting to win favor by flattery	bootlicking|fawning|sycophantic|toadyish
4089	given to or marked by the consumption of alcohol	bibulous|boozy|drunken|sottish
4090	under the influence of narcotics	doped|drugged|narcotized|narcotised
4091	uttered with unrestrained enthusiasm	burbling|burbly|effusive|gushing
4092	lacking brilliance or vitality	lackluster|lacklustre|lusterless|lustreless
4093	tending to or capable of propelling	propellant|propellent|propelling|propulsive
4094	not shrinking from danger	unblinking|unflinching|unintimidated|unshrinking
4095	uneducated in general	ignorant|nescient|unlearned|unlettered
4096	exerting force or influence	effective|good|in effect(p)|in force(p)
4097	producing exhaustion	exhausting|tiring|wearing|wearying
4098	(of gases) capable of expansion	expandable|expandible|expansible|expansile
4099	(of persons) excessively affected by emotion	aroused|emotional|excited|worked up
4100	giving strong encouragement	exhortative|exhortatory|hortative|hortatory
4101	excessively agitated	frantic|frenetic|phrenetic|frenzied
4102	destructive of morale and self-reliance	demoralizing|demoralising|disheartening|dispiriting
4103	heavily burdened with work or cares	bowed down(p)|loaded down(p)|overburdened|weighed down(p)
4104	showing sustained enthusiastic action with unflagging vitality	indefatigable|tireless|unflagging|unwearying
4105	lacking spirit or liveliness	dreamy|lackadaisical|languid|languorous
4106	deprived of the rights of citizenship especially the right to vote	disenfranchised|disfranchised|voiceless|voteless
4107	not exploratory	nonexploratory|nonexplorative|unexploratory|unexplorative
4108	reduced in strength	attenuate|attenuated|faded|weakened
4109	working hard to promote an enterprise	energetic|gumptious|industrious|up-and-coming
